id,condition_id,question,slug,outcomes,outcome_prices,clob_token_ids,volume,liquidity,active,closed,end_date,created_at,market_maker_address,_fetched_at,created_ts,end_ts,search_text
546806,0x1df6862b69a47872e75864cac21b9ae9ea0cb552884d38aea9170c5fe5321bc6,Will Russia capture Kostyantynivka by December 31?,will-russia-capture-kostyantynivka-by-december-31-266-839-138,"[""Yes"", ""No""]","[""0"", ""1""]","[""58798923314292213706108095296759377158063350000880445982478753522386393910973"", ""16759809660065614657316136762877254422251604138946045908613588571784925013992""]",1307057.244169,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-22 14:11:26.543541-07:00,,2026-02-03 22:25:24.216049,2025-05-22 14:11:26.543541,2025-12-31 04:00:00,will russia capture kostyantynivka by december 31? will-russia-capture-kostyantynivka-by-december-31-266-839-138
547955,0x25a4ea049d3bd46fe71ad8676feef9098bb37cbd9d9336280dd6188a7659813c,NATO article 5 in 2025?,nato-article-5-in-2025-763,"[""Yes"", ""No""]","[""0"", ""1""]","[""3386318893882526380002473491350762301245935618035749142205059658160331618221"", ""45783857930016639878312273467887565454176293522663721931475644680849058970956""]",299461.748779,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-28 09:58:17.692381-07:00,,2026-02-03 22:25:25.305450,2025-05-28 09:58:17.692381,2025-12-31 04:00:00,nato article 5 in 2025? nato-article-5-in-2025-763
548080,0x0d82012de5e3275b934dcf446b1cce93705b37e9ffe22470fd6caf7411d1d1f6,US x Russia military clash by December 31?,us-x-russia-military-clash-by-december-31,"[""Yes"", ""No""]","[""0"", ""1""]","[""66044657638810295187363565799805709250672136616354369296323178255753996444656"", ""66537772931762876120767156840228558556719267427800281171125874580115174588329""]",417000.888679,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-28 14:26:40.735412-07:00,,2026-02-03 22:25:25.305450,2025-05-28 14:26:40.735412,2025-12-31 04:00:00,us x russia military clash by december 31? us-x-russia-military-clash-by-december-31
548081,0x1a5edf9d6f7813a5289f8e410c5a033abbd52576fc1a2d44aa34f2a4c86303c1,Will Russia invade Finland in 2025?,will-russia-invade-finland-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""4666378264794326642953996404265380944436685965172624720882627526765827537319"", ""10645936099547186527160413072323827013340239398655689078318117128649673482427""]",199993.784886,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-28 14:37:45.035564-07:00,,2026-02-03 22:25:25.305450,2025-05-28 14:37:45.035564,2025-12-31 04:00:00,will russia invade finland in 2025? will-russia-invade-finland-in-2025
548083,0x226c6d5a8de377a56641a498191c5e1f3792b81618841afb8879a5d817f13771,Will Russia invade a NATO country in 2025?,will-russia-invade-a-nato-country-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""2942567299640587090091139148545794488615196042290090815333947905974415750919"", ""112714625848806997860636208910706390701734645675692256752104712853008653142537""]",1449791.54944,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-28 14:58:51.243912-07:00,,2026-02-03 22:25:25.305450,2025-05-28 14:58:51.243912,2025-12-31 04:00:00,will russia invade a nato country in 2025? will-russia-invade-a-nato-country-in-2025
549369,0x2e43d977463a0d78a859fdd95d1570287b888ed6c9d4670532d46c22a3a7478f,Will Russia capture Sumy before October?,will-russia-capture-sumy-before-october,"[""Yes"", ""No""]","[""0"", ""1""]","[""89244604917884926160625177966654861361773687111351363433133890695112579712991"", ""110815329360399496294282500790145915513938018634460140521473012690924217649290""]",381269.57535,0.0,True,True,2025-09-29 17:00:00-07:00,2025-06-02 16:22:04.663794-07:00,,2026-02-03 22:25:26.511717,2025-06-02 16:22:04.663794,2025-09-29 17:00:00,will russia capture sumy before october? will-russia-capture-sumy-before-october
550708,0xfef0954af0d43ea46c1ac246ac009dbcd0f76d36fd93b78d3586b23b386028ef,Will Ukraine qualify for the 2026 FIFA World Cup?,will-ukraine-qualify-for-the-2026-fifa-world-cup,"[""Yes"", ""No""]","[""0.36"", ""0.64""]","[""90954386001801116059251303598368900188182195794057114134644084985964418752977"", ""94516923452105222578438916262485145756699194265211313859088449971552829623384""]",129604.909238,3095.2742,True,False,2026-04-11 17:00:00-07:00,2025-06-07 19:11:25.621854-07:00,,2026-02-03 22:25:27.759445,2025-06-07 19:11:25.621854,2026-04-11 17:00:00,will ukraine qualify for the 2026 fifa world cup? will-ukraine-qualify-for-the-2026-fifa-world-cup
551479,0x81bb93bd9d3380269da1e9e25498ed9c939b5ad34316cdf232ec3624eaa6c77b,Will Trump increase sanctions on Russia before August?,will-trump-increase-sanctions-on-russia-before-august,"[""Yes"", ""No""]","[""0"", ""1""]","[""22961947081065929185889945206271802888185477911246905274201269809573984610013"", ""64317146732220432283060227347147544496991397622044302603745455526351027584555""]",686835.999031,0.0,True,True,2025-07-31 16:55:00-07:00,2025-06-10 14:44:44.469259-07:00,,2026-02-03 22:25:28.355063,2025-06-10 14:44:44.469259,2025-07-31 16:55:00,will trump increase sanctions on russia before august? will-trump-increase-sanctions-on-russia-before-august
553680,0xc83fa4a9f366672164f699d4ee488e64c60ef2a294e294cb7db07d00156c4de8,Will Putin meet with Zelenskyy before August?,will-putin-meet-with-zelenskyy-before-august,"[""Yes"", ""No""]","[""0"", ""1""]","[""17588477562114361222775795025562060064301035796869724551138530695887448157922"", ""48956546792611380156406722379276443418042504114882163008227636850606011000364""]",214318.522558,0.0,True,True,2025-07-30 17:00:00-07:00,2025-06-19 07:30:23.891327-07:00,,2026-02-03 22:25:30.440724,2025-06-19 07:30:23.891327,2025-07-30 17:00:00,will putin meet with zelenskyy before august? will-putin-meet-with-zelenskyy-before-august
554584,0x3a49d5b63ba20b899ebd22215daa5a9c8d21048af9b8b8300ce5a80c9d718971,Will Russia capture Yablunivka before August?,will-russia-capture-yablunivka-before-august,"[""Yes"", ""No""]","[""1"", ""0""]","[""66257878511319385296609221381166524829851881291307079841471489066734594423126"", ""14422265358477479799369248461306182265777724717676577229570748704086632907267""]",285963.558516,0.0,True,True,2025-07-31 21:00:00-07:00,2025-06-20 16:21:39.951486-07:00,,2026-02-03 22:25:31.732910,2025-06-20 16:21:39.951486,2025-07-31 21:00:00,will russia capture yablunivka before august? will-russia-capture-yablunivka-before-august
