event,block,tx,time,round_id,voter,price,block_timestamp,block_time_utc
VoteCommitted,22106234,0x13208de857a1cb7e2a5e9cc501ab138a7b04523d74ec19c8ea05370aa6bd0afc,1742680702,,0x52e14e8dfc87e8875ce5e9a94019f497b82b3e01,,1742692487,2025-03-23 01:14:47+00:00
VoteCommitted,22106246,0xeed849394bda6daa28110161f3a41b52c1e352a5b1991e8ecdff50c16e59102a,1742684664,,0x4c34b8d3d81cc414834606c0335345f3da939802,,1742692631,2025-03-23 01:17:11+00:00
VoteCommitted,22106246,0x277939c501585e5c53d518b1b2b3653a1a8d8e875739576c3cc573478b2a50c0,1742684664,,0x2bc111bd8bf402c65cd185bab460ae9ecc9aa7e7,,1742692631,2025-03-23 01:17:11+00:00
VoteCommitted,22106246,0x277939c501585e5c53d518b1b2b3653a1a8d8e875739576c3cc573478b2a50c0,1742680702,,0x2bc111bd8bf402c65cd185bab460ae9ecc9aa7e7,,1742692631,2025-03-23 01:17:11+00:00
VoteCommitted,22106246,0xeed849394bda6daa28110161f3a41b52c1e352a5b1991e8ecdff50c16e59102a,1742680702,,0x4c34b8d3d81cc414834606c0335345f3da939802,,1742692631,2025-03-23 01:17:11+00:00
VoteCommitted,22106318,0x15ed4401f1d44c223b7d7b5028bfa6d7ec36de91bc52a431be8fd491aefdb435,1742684664,,0x9b6f4d48fd61313204f7c8fbe9dfec6384aa4ced,,1742693495,2025-03-23 01:31:35+00:00
VoteCommitted,22106318,0x15ed4401f1d44c223b7d7b5028bfa6d7ec36de91bc52a431be8fd491aefdb435,1742680702,,0x9b6f4d48fd61313204f7c8fbe9dfec6384aa4ced,,1742693495,2025-03-23 01:31:35+00:00
VoteCommitted,22106331,0xd46a2fdf040c1adc84f914a30d77627a94f172850a39e9d786f7270222c2cd30,1742684664,,0x0afc9a935960948ed35e50ac7639cbb38e840b38,,1742693651,2025-03-23 01:34:11+00:00
VoteCommitted,22106331,0xd46a2fdf040c1adc84f914a30d77627a94f172850a39e9d786f7270222c2cd30,1742680702,,0x0afc9a935960948ed35e50ac7639cbb38e840b38,,1742693651,2025-03-23 01:34:11+00:00
VoteCommitted,22106356,0xa3d70f30324df29315677b274b6da2d3a48daea4e5fdc4a85e259e7bb52fa8a7,1742684664,,0x393950505b160607f40d11ab956c9406dbe6e4ce,,1742693951,2025-03-23 01:39:11+00:00
VoteCommitted,22106356,0xa3d70f30324df29315677b274b6da2d3a48daea4e5fdc4a85e259e7bb52fa8a7,1742680702,,0x393950505b160607f40d11ab956c9406dbe6e4ce,,1742693951,2025-03-23 01:39:11+00:00
VoteCommitted,22106417,0x84b2a922a388cc0d3fd6ca750b31020bce7ddcd6bb5085b4d1d91d811d39139a,1742684664,,0xa9b0d5c5e012cb47dd473fe3cea272b5f716c344,,1742694683,2025-03-23 01:51:23+00:00
VoteCommitted,22106417,0x84b2a922a388cc0d3fd6ca750b31020bce7ddcd6bb5085b4d1d91d811d39139a,1742680702,,0xa9b0d5c5e012cb47dd473fe3cea272b5f716c344,,1742694683,2025-03-23 01:51:23+00:00
VoteCommitted,22106568,0x64ab3c8c3459f0bf35aea13d5fd7803a8a03e807ce72c6b60699f388dd04509e,1742684664,,0x917bfbd942017e54704aec0764bcf06014cd1fd6,,1742696507,2025-03-23 02:21:47+00:00
VoteCommitted,22106568,0x64ab3c8c3459f0bf35aea13d5fd7803a8a03e807ce72c6b60699f388dd04509e,1742680702,,0x917bfbd942017e54704aec0764bcf06014cd1fd6,,1742696507,2025-03-23 02:21:47+00:00
VoteCommitted,22106627,0x1685ff48d0273fe9371656888162341d2f7a6f589b0a34694695f9455d1d9ed3,1742684664,,0xca64e575083e0a8f9c73ffc214d78027d98fc51b,,1742697215,2025-03-23 02:33:35+00:00
VoteCommitted,22106627,0x1685ff48d0273fe9371656888162341d2f7a6f589b0a34694695f9455d1d9ed3,1742680702,,0xca64e575083e0a8f9c73ffc214d78027d98fc51b,,1742697215,2025-03-23 02:33:35+00:00
VoteCommitted,22106631,0x5b41fd815240ff9b25c97153eddb8c05e5ed46a3ee5f94b66a530df2b8766ea8,1742684664,,0x0bb9f7c03eb9c1a31c25b3b7e61e2c503c30b81d,,1742697263,2025-03-23 02:34:23+00:00
VoteCommitted,22106631,0x5b41fd815240ff9b25c97153eddb8c05e5ed46a3ee5f94b66a530df2b8766ea8,1742680702,,0x0bb9f7c03eb9c1a31c25b3b7e61e2c503c30b81d,,1742697263,2025-03-23 02:34:23+00:00
VoteCommitted,22106640,0xd5458b24946f5bd9f2f941171737240d1ff23649eaa41613499b25e311e03b1d,1742684664,,0x430c4e68894177ae43f52b4fd643fd2d6c7d2e5f,,1742697371,2025-03-23 02:36:11+00:00
VoteCommitted,22106640,0xd5458b24946f5bd9f2f941171737240d1ff23649eaa41613499b25e311e03b1d,1742680702,,0x430c4e68894177ae43f52b4fd643fd2d6c7d2e5f,,1742697371,2025-03-23 02:36:11+00:00
VoteCommitted,22106644,0xe93ebe92a0f327c05b154540e6a540c62b38b7be92d2b8588b00be2ea0539725,1742684664,,0x92bdd46aeba9c2f4b55eddb522382261b62220ea,,1742697419,2025-03-23 02:36:59+00:00
VoteCommitted,22106644,0xe93ebe92a0f327c05b154540e6a540c62b38b7be92d2b8588b00be2ea0539725,1742680702,,0x92bdd46aeba9c2f4b55eddb522382261b62220ea,,1742697419,2025-03-23 02:36:59+00:00
VoteCommitted,22106645,0x9863f71bdc1441cd99549904a6ecc6c45ac616fe20c81d4a67fb0e6f2387f212,1742684664,,0x126db3213b309a8d554594e591e614425ccac78e,,1742697431,2025-03-23 02:37:11+00:00
VoteCommitted,22106645,0x9863f71bdc1441cd99549904a6ecc6c45ac616fe20c81d4a67fb0e6f2387f212,1742680702,,0x126db3213b309a8d554594e591e614425ccac78e,,1742697431,2025-03-23 02:37:11+00:00
VoteCommitted,22106648,0x990b0553e1c7509dd33b60bfd28e564ee42fd02157e6f8c3266371bc28fc0e62,1742680702,,0xbb68400daa7ae42392de56026f9b5c1e6f923e3c,,1742697467,2025-03-23 02:37:47+00:00
VoteCommitted,22106648,0x990b0553e1c7509dd33b60bfd28e564ee42fd02157e6f8c3266371bc28fc0e62,1742684664,,0xbb68400daa7ae42392de56026f9b5c1e6f923e3c,,1742697467,2025-03-23 02:37:47+00:00
VoteCommitted,22106653,0x374eeae546d0c9ddc1fe53c67211176f7b350f27e22964b52a41d58e5e087672,1742680702,,0x8e5fdb6a37f2389fa638b2e144809c7d7bc21e4a,,1742697527,2025-03-23 02:38:47+00:00
VoteCommitted,22106653,0x374eeae546d0c9ddc1fe53c67211176f7b350f27e22964b52a41d58e5e087672,1742684664,,0x8e5fdb6a37f2389fa638b2e144809c7d7bc21e4a,,1742697527,2025-03-23 02:38:47+00:00
VoteCommitted,22106656,0x680c0ae3a9be985a6101fc725ecce0874e882ffd4422c9f52f70346be2596b15,1742680702,,0x63d4e757ae3aa82751094bef2ce37db0b303959e,,1742697563,2025-03-23 02:39:23+00:00
VoteCommitted,22106656,0x680c0ae3a9be985a6101fc725ecce0874e882ffd4422c9f52f70346be2596b15,1742684664,,0x63d4e757ae3aa82751094bef2ce37db0b303959e,,1742697563,2025-03-23 02:39:23+00:00
VoteCommitted,22106660,0xd81b874983711313880fd9d2b4b2b26dbb7a74f888922cdc12e7039b66599972,1742680702,,0x48767f20ec0aca7f47b3da2cc32bc06549470a9b,,1742697611,2025-03-23 02:40:11+00:00
VoteCommitted,22106660,0xd81b874983711313880fd9d2b4b2b26dbb7a74f888922cdc12e7039b66599972,1742684664,,0x48767f20ec0aca7f47b3da2cc32bc06549470a9b,,1742697611,2025-03-23 02:40:11+00:00
VoteCommitted,22106664,0xcfa0adfad3913f3f974687dc59bdb536ae7b6c25f47be1d701b2c9ecf4626e19,1742680702,,0xd273f87e43851fa7f0518e3b385c0d964621e3c6,,1742697659,2025-03-23 02:40:59+00:00
VoteCommitted,22106664,0xcfa0adfad3913f3f974687dc59bdb536ae7b6c25f47be1d701b2c9ecf4626e19,1742684664,,0xd273f87e43851fa7f0518e3b385c0d964621e3c6,,1742697659,2025-03-23 02:40:59+00:00
VoteCommitted,22106669,0xdf90aa33a1615e0876cb3836339654103358485dbdf3915e30bbe432da264369,1742680702,,0x9cf0ea03c7e23f2c466d48f6bfa14a85ef7cf4c8,,1742697719,2025-03-23 02:41:59+00:00
VoteCommitted,22106669,0xdf90aa33a1615e0876cb3836339654103358485dbdf3915e30bbe432da264369,1742684664,,0x9cf0ea03c7e23f2c466d48f6bfa14a85ef7cf4c8,,1742697719,2025-03-23 02:41:59+00:00
VoteCommitted,22106672,0xc1f49e11755d84288a1e49c5b710c81fece78b83dff516b9e8c2ce43859311c1,1742680702,,0x2f55877d6d8a42bd87e0325201cd15d63abf5866,,1742697755,2025-03-23 02:42:35+00:00
VoteCommitted,22106672,0xc1f49e11755d84288a1e49c5b710c81fece78b83dff516b9e8c2ce43859311c1,1742684664,,0x2f55877d6d8a42bd87e0325201cd15d63abf5866,,1742697755,2025-03-23 02:42:35+00:00
VoteCommitted,22106677,0x9329209c85e18ffb8abcb8c466a733fd9e7ebbd88c8a3ed29bf181592d5df523,1742680702,,0xe44617d9a3f362b44b17c7b7ac40bd2bb6c9acae,,1742697815,2025-03-23 02:43:35+00:00
VoteCommitted,22106677,0xae965649be4d62b95bd4fdb0e5667a4c19212ef5b03b8da2fec105bab132749f,1742684664,,0xc0dc4010e76fbd53c82b19f8f8d7604e37289fb4,,1742697815,2025-03-23 02:43:35+00:00
VoteCommitted,22106677,0xae965649be4d62b95bd4fdb0e5667a4c19212ef5b03b8da2fec105bab132749f,1742680702,,0xc0dc4010e76fbd53c82b19f8f8d7604e37289fb4,,1742697815,2025-03-23 02:43:35+00:00
VoteCommitted,22106677,0x9329209c85e18ffb8abcb8c466a733fd9e7ebbd88c8a3ed29bf181592d5df523,1742684664,,0xe44617d9a3f362b44b17c7b7ac40bd2bb6c9acae,,1742697815,2025-03-23 02:43:35+00:00
VoteCommitted,22106681,0x9e1288eed71e81980f674340b591c794e67b469a19f7a9384e336a78f8ed65d7,1742680702,,0x4010650464cc07e447ae10d3135f8c82554b2528,,1742697863,2025-03-23 02:44:23+00:00
VoteCommitted,22106681,0x9e1288eed71e81980f674340b591c794e67b469a19f7a9384e336a78f8ed65d7,1742684664,,0x4010650464cc07e447ae10d3135f8c82554b2528,,1742697863,2025-03-23 02:44:23+00:00
VoteCommitted,22106685,0x10568adeea67b840942ebdecf230a41948ec810e05449018da6825ce1616f213,1742680702,,0x40bfe49745df251fa0ac7a3f983101ff170c389b,,1742697911,2025-03-23 02:45:11+00:00
VoteCommitted,22106685,0x10568adeea67b840942ebdecf230a41948ec810e05449018da6825ce1616f213,1742684664,,0x40bfe49745df251fa0ac7a3f983101ff170c389b,,1742697911,2025-03-23 02:45:11+00:00
VoteCommitted,22106688,0x6a67d5c1bb70724c79495c066296035fb5bf33536e17a90cf797b380a81825fb,1742684664,,0x5060020e66031c324f77ae24f14cfcea6a688cb7,,1742697947,2025-03-23 02:45:47+00:00
VoteCommitted,22106688,0x6a67d5c1bb70724c79495c066296035fb5bf33536e17a90cf797b380a81825fb,1742680702,,0x5060020e66031c324f77ae24f14cfcea6a688cb7,,1742697947,2025-03-23 02:45:47+00:00
VoteCommitted,22106694,0xcf60cd53783512ed671904ead481259913cb6961c70220e47dcf96ce4e44c49b,1742684664,,0x1edb50d83f76382480886597a3023fc318b2ca66,,1742698019,2025-03-23 02:46:59+00:00
VoteCommitted,22106694,0xcf60cd53783512ed671904ead481259913cb6961c70220e47dcf96ce4e44c49b,1742680702,,0x1edb50d83f76382480886597a3023fc318b2ca66,,1742698019,2025-03-23 02:46:59+00:00
VoteCommitted,22106697,0xe2850d7683131e45b5cc51051cd4be8c51da6a18ad5348b90248169d86d183a7,1742684664,,0x415106767827a7856d826458a486a87e0e15097c,,1742698055,2025-03-23 02:47:35+00:00
VoteCommitted,22106697,0xe2850d7683131e45b5cc51051cd4be8c51da6a18ad5348b90248169d86d183a7,1742680702,,0x415106767827a7856d826458a486a87e0e15097c,,1742698055,2025-03-23 02:47:35+00:00
VoteCommitted,22106710,0x51fecaffbfd3ba1cd714f8ab77109e8e35e847bc24b9cce4e4cd0f3d6408cf95,1742684664,,0x590a8dae6861cdc2b0300096ec6e4dc6cf2143f6,,1742698211,2025-03-23 02:50:11+00:00
VoteCommitted,22106710,0x51fecaffbfd3ba1cd714f8ab77109e8e35e847bc24b9cce4e4cd0f3d6408cf95,1742680702,,0x590a8dae6861cdc2b0300096ec6e4dc6cf2143f6,,1742698211,2025-03-23 02:50:11+00:00
VoteCommitted,22106717,0xeef0f8ef24f54fe64d426065466d72e0193fec20df8f589f71eea37cef0bb33e,1742684664,,0x3b84e3ffbe845c0349e258f243b5f00ca22ba587,,1742698295,2025-03-23 02:51:35+00:00
VoteCommitted,22106717,0xeef0f8ef24f54fe64d426065466d72e0193fec20df8f589f71eea37cef0bb33e,1742680702,,0x3b84e3ffbe845c0349e258f243b5f00ca22ba587,,1742698295,2025-03-23 02:51:35+00:00
VoteCommitted,22106721,0xb074dffff62c7503067617c2664d15edee3180569308d5d2017bf6b22a655c1b,1742684664,,0x49135912edb24205e1b0e7b9ea71887edc59d50a,,1742698343,2025-03-23 02:52:23+00:00
VoteCommitted,22106721,0xb074dffff62c7503067617c2664d15edee3180569308d5d2017bf6b22a655c1b,1742680702,,0x49135912edb24205e1b0e7b9ea71887edc59d50a,,1742698343,2025-03-23 02:52:23+00:00
VoteCommitted,22106721,0xec1be21ef53eb61a50f0adf629b8854f316d1b32a159e88f5bd32ee219e1c912,1742684664,,0x56f833b3c40ed88e083bb26411d5b4bed42e1fb6,,1742698343,2025-03-23 02:52:23+00:00
VoteCommitted,22106721,0xec1be21ef53eb61a50f0adf629b8854f316d1b32a159e88f5bd32ee219e1c912,1742680702,,0x56f833b3c40ed88e083bb26411d5b4bed42e1fb6,,1742698343,2025-03-23 02:52:23+00:00
VoteCommitted,22106722,0x7de194b9a02c4dd304d5d484c4b46806c4f1ceeb42de2613b07adcfc3ee6c3a8,1742684664,,0xb73812cce6f5cb7ada40a134b4b16aefbdbb9472,,1742698355,2025-03-23 02:52:35+00:00
VoteCommitted,22106722,0x7de194b9a02c4dd304d5d484c4b46806c4f1ceeb42de2613b07adcfc3ee6c3a8,1742680702,,0xb73812cce6f5cb7ada40a134b4b16aefbdbb9472,,1742698355,2025-03-23 02:52:35+00:00
VoteCommitted,22106725,0xe89d7609b68f6a7fddaad5d0b0d2c5a2a0baa93ae668ff697db996f5b497c192,1742684664,,0xc590314de55b52c96eb34edbc4b55cf8fc8cd510,,1742698391,2025-03-23 02:53:11+00:00
VoteCommitted,22106725,0xe89d7609b68f6a7fddaad5d0b0d2c5a2a0baa93ae668ff697db996f5b497c192,1742680702,,0xc590314de55b52c96eb34edbc4b55cf8fc8cd510,,1742698391,2025-03-23 02:53:11+00:00
VoteCommitted,22106728,0xc94720d944807541f9868323e524b77566e349983a759d4aa20704c84e44102a,1742684664,,0xde7250d923299e1ecedc0743b159e95b945082d9,,1742698427,2025-03-23 02:53:47+00:00
VoteCommitted,22106728,0xc94720d944807541f9868323e524b77566e349983a759d4aa20704c84e44102a,1742680702,,0xde7250d923299e1ecedc0743b159e95b945082d9,,1742698427,2025-03-23 02:53:47+00:00
VoteCommitted,22106731,0x3ed45666a55f772bd323101a48f1902a87e5ee2c210c962c93d404cf83463a85,1742684664,,0x21a745db2c52c841b4511fc55aea27156c76bce1,,1742698463,2025-03-23 02:54:23+00:00
VoteCommitted,22106731,0x3ed45666a55f772bd323101a48f1902a87e5ee2c210c962c93d404cf83463a85,1742680702,,0x21a745db2c52c841b4511fc55aea27156c76bce1,,1742698463,2025-03-23 02:54:23+00:00
VoteCommitted,22106731,0x25c19ad6f5f0cc07061bbfef45e1584f01d273cd2855a51435c1a11cb9130266,1742684664,,0xb4c907afda8c362b58281b5c43a2e7b79f089d09,,1742698463,2025-03-23 02:54:23+00:00
VoteCommitted,22106731,0x25c19ad6f5f0cc07061bbfef45e1584f01d273cd2855a51435c1a11cb9130266,1742680702,,0xb4c907afda8c362b58281b5c43a2e7b79f089d09,,1742698463,2025-03-23 02:54:23+00:00
VoteCommitted,22106734,0xcbfedaf425aea64207af9d1e6d9b5b50fc9f1bad2334a2a6c20573e81d1857ae,1742684664,,0x6748445d83259a6709e459873323324a54072d1b,,1742698499,2025-03-23 02:54:59+00:00
VoteCommitted,22106734,0xcbfedaf425aea64207af9d1e6d9b5b50fc9f1bad2334a2a6c20573e81d1857ae,1742680702,,0x6748445d83259a6709e459873323324a54072d1b,,1742698499,2025-03-23 02:54:59+00:00
VoteCommitted,22106736,0x19bfffa7000fb91fecbe39824ccc1470d930b3f4c9d00a3b9df74c62aeb19114,1742680702,,0x3bd0cbc96186cc3eafb304111e6ad20a4ac92f8e,,1742698523,2025-03-23 02:55:23+00:00
VoteCommitted,22106736,0x19bfffa7000fb91fecbe39824ccc1470d930b3f4c9d00a3b9df74c62aeb19114,1742684664,,0x3bd0cbc96186cc3eafb304111e6ad20a4ac92f8e,,1742698523,2025-03-23 02:55:23+00:00
VoteCommitted,22106740,0x78c01a708ab45f4cac3941da76a0bf09a484f517e53fa5ff3e7c7e81269f6741,1742680702,,0x630a63523a4f079201fb548114695d8da1d742f5,,1742698571,2025-03-23 02:56:11+00:00
VoteCommitted,22106740,0x78c01a708ab45f4cac3941da76a0bf09a484f517e53fa5ff3e7c7e81269f6741,1742684664,,0x630a63523a4f079201fb548114695d8da1d742f5,,1742698571,2025-03-23 02:56:11+00:00
VoteCommitted,22106750,0x19f93690d634ca67b9b5384bb944c34a23636e075c136df5025da49f21687ccb,1742680702,,0x26fd27a26a6c1ede36214512ee4e56440a0cebf5,,1742698691,2025-03-23 02:58:11+00:00
VoteCommitted,22106750,0x19f93690d634ca67b9b5384bb944c34a23636e075c136df5025da49f21687ccb,1742684664,,0x26fd27a26a6c1ede36214512ee4e56440a0cebf5,,1742698691,2025-03-23 02:58:11+00:00
VoteCommitted,22106755,0xf3cd95c2ed8a8d2d1a316ba818a4f7d61ba575eeeec7942d506379a8f99ed217,1742680702,,0xd1cd2fd35c63e27a33f0b5ecf9c92ba1ab9c6df1,,1742698751,2025-03-23 02:59:11+00:00
VoteCommitted,22106755,0xf3cd95c2ed8a8d2d1a316ba818a4f7d61ba575eeeec7942d506379a8f99ed217,1742684664,,0xd1cd2fd35c63e27a33f0b5ecf9c92ba1ab9c6df1,,1742698751,2025-03-23 02:59:11+00:00
VoteCommitted,22106762,0xa402c00d8e87329c9a2d57c7a4f35e0e16b562bb40f286629ce537f5788eb70e,1742680702,,0xd8c3cd1a7576efc723357b7158318f0cee0e30f6,,1742698835,2025-03-23 03:00:35+00:00
VoteCommitted,22106762,0xa402c00d8e87329c9a2d57c7a4f35e0e16b562bb40f286629ce537f5788eb70e,1742684664,,0xd8c3cd1a7576efc723357b7158318f0cee0e30f6,,1742698835,2025-03-23 03:00:35+00:00
VoteCommitted,22106764,0x0e27aa1bcbcc85ba5c98c4dd92c346bd3211b5a5a62beb8996ac850755d7548f,1742680702,,0x216bf62b05246bf4a1694061e8769464a6bfd812,,1742698859,2025-03-23 03:00:59+00:00
VoteCommitted,22106764,0x0e27aa1bcbcc85ba5c98c4dd92c346bd3211b5a5a62beb8996ac850755d7548f,1742684664,,0x216bf62b05246bf4a1694061e8769464a6bfd812,,1742698859,2025-03-23 03:00:59+00:00
VoteCommitted,22106774,0xa95bb608eb2acdd5276f8b1e2f658bb2396b48b1ab662a644af70c2684e61e7d,1742684664,,0x28ccfb369fb97929068cd30a390d37fee0037c61,,1742698979,2025-03-23 03:02:59+00:00
VoteCommitted,22106774,0xa95bb608eb2acdd5276f8b1e2f658bb2396b48b1ab662a644af70c2684e61e7d,1742680702,,0x28ccfb369fb97929068cd30a390d37fee0037c61,,1742698979,2025-03-23 03:02:59+00:00
VoteCommitted,22106786,0x14ace026e16b856ba58b141f6b9eee020c1216f8f38823a601fb5e3b786809e5,1742684664,,0x5d2150e5d88a30d5793c6c49959b8f7d350a36a5,,1742699123,2025-03-23 03:05:23+00:00
VoteCommitted,22106786,0x14ace026e16b856ba58b141f6b9eee020c1216f8f38823a601fb5e3b786809e5,1742680702,,0x5d2150e5d88a30d5793c6c49959b8f7d350a36a5,,1742699123,2025-03-23 03:05:23+00:00
VoteCommitted,22106790,0xf362d268a96f06738487676004903e707db9f14195211e677b32cff14633ece6,1742684664,,0xc4e70e97a54bbf4f9796099282fa47397da4b4d9,,1742699171,2025-03-23 03:06:11+00:00
VoteCommitted,22106790,0xf362d268a96f06738487676004903e707db9f14195211e677b32cff14633ece6,1742680702,,0xc4e70e97a54bbf4f9796099282fa47397da4b4d9,,1742699171,2025-03-23 03:06:11+00:00
VoteCommitted,22106796,0x0b33c10c05c7934e5460567c6ab8de4a8c79e393901fb1043c4025799ede44a7,1742684664,,0xe7ff7ad54492a38afb99bb5d8b897c5f93a66f47,,1742699243,2025-03-23 03:07:23+00:00
VoteCommitted,22106796,0x0b33c10c05c7934e5460567c6ab8de4a8c79e393901fb1043c4025799ede44a7,1742680702,,0xe7ff7ad54492a38afb99bb5d8b897c5f93a66f47,,1742699243,2025-03-23 03:07:23+00:00
VoteCommitted,22106798,0x46bb836930ca0e172975e4c9cc5d30cc24253df2a56cf9708781899511fd63bd,1742680702,,0x1f12254be217cf9e9be46960c36970390b07f16e,,1742699267,2025-03-23 03:07:47+00:00
VoteCommitted,22106798,0x46bb836930ca0e172975e4c9cc5d30cc24253df2a56cf9708781899511fd63bd,1742684664,,0x1f12254be217cf9e9be46960c36970390b07f16e,,1742699267,2025-03-23 03:07:47+00:00
VoteCommitted,22106801,0x6383dfbd9f0d833d3a3f51c083fed6fb10c55114c1193a7a578b59d261804bdc,1742680702,,0xc42851d834037ca1f82668596233dca69654867c,,1742699303,2025-03-23 03:08:23+00:00
VoteCommitted,22106801,0x6383dfbd9f0d833d3a3f51c083fed6fb10c55114c1193a7a578b59d261804bdc,1742684664,,0xc42851d834037ca1f82668596233dca69654867c,,1742699303,2025-03-23 03:08:23+00:00
VoteCommitted,22106805,0xa66dfc1375eb886395c8fb4215f757707ce030e16a6e435a119621a3cc9e6a4d,1742680702,,0xec2bae309d0a18d7ddfd4ea0f17a2f60817f4e9c,,1742699351,2025-03-23 03:09:11+00:00
VoteCommitted,22106805,0xa66dfc1375eb886395c8fb4215f757707ce030e16a6e435a119621a3cc9e6a4d,1742684664,,0xec2bae309d0a18d7ddfd4ea0f17a2f60817f4e9c,,1742699351,2025-03-23 03:09:11+00:00
VoteCommitted,22106808,0xb999d69053346246c7d2d072edc1ae87c717f10edf985dc3cc014e4282179dde,1742680702,,0x6137a7c745ce7ed7a6ec8ca4aa5b635ff17d5467,,1742699387,2025-03-23 03:09:47+00:00
VoteCommitted,22106808,0xb999d69053346246c7d2d072edc1ae87c717f10edf985dc3cc014e4282179dde,1742684664,,0x6137a7c745ce7ed7a6ec8ca4aa5b635ff17d5467,,1742699387,2025-03-23 03:09:47+00:00
VoteCommitted,22106811,0xcae078172a63c8c64b8aabc9314d687f3caf593ec0954b9fb0dfcf9fa7b34b90,1742680702,,0xfa8ce8d44271201e9ce37838ccb75ba482d597f6,,1742699423,2025-03-23 03:10:23+00:00
VoteCommitted,22106811,0xcae078172a63c8c64b8aabc9314d687f3caf593ec0954b9fb0dfcf9fa7b34b90,1742684664,,0xfa8ce8d44271201e9ce37838ccb75ba482d597f6,,1742699423,2025-03-23 03:10:23+00:00
